content_id,content_type,owner_type,license_type,allow_view,allow_download,allow_share,allow_modify,allow_commercial,copyright_start_year,copyright_duration_years,current_year,copyright_expired,usage_context,detected_usage,misuse_flag,legal_summary_label
SCET0529,article,organization,public_domain,1,1,1,1,1,2001,50,2026,0,social_media,view,0,Usage restrictions apply
SCET0530,article,company,all_rights_reserved,1,0,0,0,0,1998,20,2026,1,research,download,0,Public domain content
SCET0531,pdf,organization,public_domain,1,1,1,1,1,1957,50,2026,1,education,modify,0,Public domain content
SCET0532,video,individual,all_rights_reserved,1,0,0,0,0,1937,70,2026,1,social_media,sell,1,Public domain content
SCET0533,article,company,royalty_free,1,1,1,1,1,1956,50,2026,1,research,share,0,Public domain content
SCET0534,pdf,individual,all_rights_reserved,1,0,0,0,0,1989,30,2026,1,education,remix,1,Public domain content
SCET0535,pdf,company,royalty_free,1,1,1,1,1,1951,70,2026,1,education,remix,0,Public domain content
SCET0536,pdf,organization,creative_commons,1,1,1,1,0,1973,30,2026,1,commercial,view,0,Public domain content
SCET0537,video,organization,public_domain,1,1,1,1,1,2008,70,2026,0,commercial,share,0,Usage restrictions apply
SCET0538,video,company,creative_commons,1,1,1,1,0,1920,70,2026,1,education,view,0,Public domain content
SCET0539,audio,organization,creative_commons,1,1,1,1,0,1916,10,2026,1,social_media,modify,0,Public domain content
SCET0540,pdf,company,royalty_free,1,1,1,1,1,1930,10,2026,1,social_media,download,0,Public domain content
SCET0541,article,organization,all_rights_reserved,1,0,0,0,0,1993,20,2026,1,commercial,share,1,Public domain content
SCET0542,pdf,organization,all_rights_reserved,1,0,0,0,0,1989,10,2026,1,commercial,sell,1,Public domain content
SCET0543,video,individual,public_domain,1,1,1,1,1,1980,10,2026,1,education,view,0,Public domain content
SCET0544,article,company,creative_commons,1,1,1,1,0,1983,70,2026,0,commercial,sell,1,Usage restrictions apply
SCET0545,video,individual,creative_commons,1,1,1,1,0,1917,30,2026,1,education,view,0,Public domain content
SCET0546,image,individual,creative_commons,1,1,1,1,0,1992,30,2026,1,social_media,view,0,Public domain content
SCET0547,video,company,royalty_free,1,1,1,1,1,2017,20,2026,0,education,sell,0,Usage restrictions apply
SCET0548,pdf,individual,public_domain,1,1,1,1,1,1980,30,2026,1,social_media,sell,0,Public domain content
SCET0549,video,company,all_rights_reserved,1,0,0,0,0,1976,20,2026,1,commercial,modify,1,Public domain content
SCET0550,video,individual,all_rights_reserved,1,0,0,0,0,1956,50,2026,1,social_media,view,0,Public domain content
SCET0551,pdf,individual,all_rights_reserved,1,0,0,0,0,1949,70,2026,1,research,remix,1,Public domain content
SCET0552,pdf,company,public_domain,1,1,1,1,1,2009,20,2026,0,research,modify,0,Usage restrictions apply
SCET0553,audio,individual,creative_commons,1,1,1,1,0,1919,20,2026,1,education,download,0,Public domain content
SCET0554,audio,individual,royalty_free,1,1,1,1,1,1908,10,2026,1,social_media,modify,0,Public domain content
SCET0555,video,organization,public_domain,1,1,1,1,1,1988,50,2026,0,education,sell,0,Usage restrictions apply
SCET0556,image,individual,public_domain,1,1,1,1,1,1960,30,2026,1,commercial,remix,0,Public domain content
SCET0557,video,individual,royalty_free,1,1,1,1,1,1990,30,2026,1,education,sell,0,Public domain content
SCET0558,article,individual,royalty_free,1,1,1,1,1,1947,30,2026,1,social_media,view,0,Public domain content
SCET0559,audio,company,royalty_free,1,1,1,1,1,1954,70,2026,1,education,sell,0,Public domain content
SCET0560,audio,organization,public_domain,1,1,1,1,1,2017,50,2026,0,education,remix,0,Usage restrictions apply
SCET0561,video,individual,creative_commons,1,1,1,1,0,1913,70,2026,1,education,sell,1,Public domain content
SCET0562,article,organization,all_rights_reserved,1,0,0,0,0,1909,30,2026,1,research,modify,1,Public domain content
SCET0563,article,individual,all_rights_reserved,1,0,0,0,0,1936,30,2026,1,social_media,share,1,Public domain content
SCET0564,audio,company,public_domain,1,1,1,1,1,2020,20,2026,0,research,download,0,Usage restrictions apply
SCET0565,pdf,company,public_domain,1,1,1,1,1,1965,30,2026,1,research,sell,0,Public domain content
SCET0566,pdf,company,royalty_free,1,1,1,1,1,1980,50,2026,0,commercial,remix,0,Usage restrictions apply
SCET0567,pdf,individual,royalty_free,1,1,1,1,1,1936,70,2026,1,education,download,0,Public domain content
SCET0568,article,organization,creative_commons,1,1,1,1,0,1927,50,2026,1,commercial,download,0,Public domain content
SCET0569,image,company,royalty_free,1,1,1,1,1,1916,50,2026,1,education,remix,0,Public domain content
SCET0570,pdf,company,public_domain,1,1,1,1,1,2020,70,2026,0,research,share,0,Usage restrictions apply
SCET0571,pdf,individual,all_rights_reserved,1,0,0,0,0,1999,30,2026,0,social_media,sell,1,Usage restrictions apply
SCET0572,article,company,royalty_free,1,1,1,1,1,1998,20,2026,1,commercial,remix,0,Public domain content
SCET0573,video,organization,public_domain,1,1,1,1,1,2021,30,2026,0,education,share,0,Usage restrictions apply
SCET0574,article,individual,all_rights_reserved,1,0,0,0,0,1993,20,2026,1,social_media,view,0,Public domain content
SCET0575,pdf,individual,all_rights_reserved,1,0,0,0,0,1984,10,2026,1,education,share,1,Public domain content
SCET0576,pdf,organization,all_rights_reserved,1,0,0,0,0,1930,30,2026,1,social_media,download,0,Public domain content
SCET0577,image,individual,public_domain,1,1,1,1,1,1989,10,2026,1,research,view,0,Public domain content
SCET0578,image,company,royalty_free,1,1,1,1,1,1999,30,2026,0,commercial,sell,0,Usage restrictions apply
SCET0579,pdf,organization,royalty_free,1,1,1,1,1,1942,70,2026,1,social_media,remix,0,Public domain content
SCET0580,image,organization,royalty_free,1,1,1,1,1,1986,50,2026,0,education,remix,0,Usage restrictions apply
SCET0581,image,individual,royalty_free,1,1,1,1,1,1971,30,2026,1,education,modify,0,Public domain content
SCET0582,image,organization,royalty_free,1,1,1,1,1,1912,70,2026,1,research,modify,0,Public domain content
SCET0583,article,organization,creative_commons,1,1,1,1,0,1969,20,2026,1,commercial,download,0,Public domain content
SCET0584,article,company,public_domain,1,1,1,1,1,1913,20,2026,1,education,sell,0,Public domain content
SCET0585,audio,organization,public_domain,1,1,1,1,1,1969,50,2026,1,research,modify,0,Public domain content
SCET0586,article,company,public_domain,1,1,1,1,1,1977,10,2026,1,social_media,sell,0,Public domain content
SCET0587,video,organization,all_rights_reserved,1,0,0,0,0,1991,10,2026,1,research,remix,1,Public domain content
SCET0588,video,individual,creative_commons,1,1,1,1,0,2008,30,2026,0,social_media,modify,0,Usage restrictions apply
SCET0589,pdf,company,creative_commons,1,1,1,1,0,1959,70,2026,0,commercial,share,0,Usage restrictions apply
SCET0590,article,company,public_domain,1,1,1,1,1,1949,10,2026,1,commercial,download,0,Public domain content
SCET0591,audio,individual,public_domain,1,1,1,1,1,2010,20,2026,0,education,download,0,Usage restrictions apply
SCET0592,video,organization,all_rights_reserved,1,0,0,0,0,1956,30,2026,1,education,view,0,Public domain content
SCET0593,article,company,all_rights_reserved,1,0,0,0,0,1995,20,2026,1,commercial,download,0,Public domain content
SCET0594,video,organization,royalty_free,1,1,1,1,1,2023,30,2026,0,commercial,modify,0,Usage restrictions apply
SCET0595,video,company,all_rights_reserved,1,0,0,0,0,2014,20,2026,0,social_media,view,0,Usage restrictions apply
SCET0596,audio,individual,all_rights_reserved,1,0,0,0,0,1954,50,2026,1,education,share,1,Public domain content
SCET0597,audio,company,all_rights_reserved,1,0,0,0,0,1907,30,2026,1,social_media,download,0,Public domain content
SCET0598,image,company,public_domain,1,1,1,1,1,1909,50,2026,1,social_media,share,0,Public domain content
SCET0599,pdf,organization,royalty_free,1,1,1,1,1,2010,20,2026,0,research,view,0,Usage restrictions apply
SCET0600,pdf,individual,all_rights_reserved,1,0,0,0,0,1908,20,2026,1,commercial,modify,1,Public domain content
SCET0601,audio,organization,creative_commons,1,1,1,1,0,1979,30,2026,1,research,share,0,Public domain content
SCET0602,video,company,creative_commons,1,1,1,1,0,1924,50,2026,1,social_media,share,0,Public domain content
SCET0603,video,organization,royalty_free,1,1,1,1,1,1903,70,2026,1,social_media,share,0,Public domain content
SCET0604,audio,company,royalty_free,1,1,1,1,1,1967,30,2026,1,social_media,view,0,Public domain content
SCET0605,video,company,public_domain,1,1,1,1,1,1992,10,2026,1,education,download,0,Public domain content
SCET0606,image,company,royalty_free,1,1,1,1,1,2022,10,2026,0,education,share,0,Usage restrictions apply
SCET0607,image,individual,public_domain,1,1,1,1,1,1980,30,2026,1,commercial,download,0,Public domain content
SCET0608,pdf,organization,all_rights_reserved,1,0,0,0,0,2001,10,2026,1,research,download,0,Public domain content
SCET0609,audio,individual,creative_commons,1,1,1,1,0,1963,30,2026,1,social_media,modify,0,Public domain content
SCET0610,audio,company,all_rights_reserved,1,0,0,0,0,1990,20,2026,1,commercial,view,0,Public domain content
SCET0611,pdf,individual,royalty_free,1,1,1,1,1,1968,10,2026,1,commercial,view,0,Public domain content
SCET0612,video,organization,public_domain,1,1,1,1,1,2012,70,2026,0,education,view,0,Usage restrictions apply
SCET0613,video,organization,royalty_free,1,1,1,1,1,2014,20,2026,0,education,remix,0,Usage restrictions apply
SCET0614,audio,individual,creative_commons,1,1,1,1,0,1902,50,2026,1,social_media,share,0,Public domain content
SCET0615,image,company,royalty_free,1,1,1,1,1,1963,70,2026,0,education,view,0,Usage restrictions apply
SCET0616,video,organization,royalty_free,1,1,1,1,1,1970,30,2026,1,commercial,download,0,Public domain content
SCET0617,video,organization,creative_commons,1,1,1,1,0,1984,30,2026,1,social_media,sell,1,Public domain content
SCET0618,audio,organization,all_rights_reserved,1,0,0,0,0,1950,10,2026,1,research,modify,1,Public domain content
SCET0619,video,individual,all_rights_reserved,1,0,0,0,0,1963,50,2026,1,education,sell,1,Public domain content
SCET0620,image,company,public_domain,1,1,1,1,1,2003,10,2026,1,commercial,view,0,Public domain content
SCET0621,pdf,individual,royalty_free,1,1,1,1,1,1933,70,2026,1,social_media,view,0,Public domain content
SCET0622,audio,company,creative_commons,1,1,1,1,0,1910,10,2026,1,research,sell,1,Public domain content
SCET0623,audio,company,royalty_free,1,1,1,1,1,1910,70,2026,1,commercial,modify,0,Public domain content
SCET0624,video,company,creative_commons,1,1,1,1,0,2017,10,2026,0,commercial,remix,0,Usage restrictions apply
SCET0625,pdf,individual,royalty_free,1,1,1,1,1,1933,50,2026,1,education,download,0,Public domain content
SCET0626,audio,company,royalty_free,1,1,1,1,1,2017,10,2026,0,education,download,0,Usage restrictions apply
SCET0627,image,individual,creative_commons,1,1,1,1,0,2001,30,2026,0,social_media,download,0,Usage restrictions apply
SCET0628,pdf,individual,all_rights_reserved,1,0,0,0,0,1908,30,2026,1,research,view,0,Public domain content
SCET0629,article,individual,creative_commons,1,1,1,1,0,1922,10,2026,1,social_media,share,0,Public domain content
SCET0630,video,organization,royalty_free,1,1,1,1,1,1914,50,2026,1,social_media,view,0,Public domain content
SCET0631,pdf,company,all_rights_reserved,1,0,0,0,0,1908,70,2026,1,commercial,view,0,Public domain content
SCET0632,audio,individual,creative_commons,1,1,1,1,0,1958,70,2026,0,social_media,sell,1,Usage restrictions apply
SCET0633,video,individual,royalty_free,1,1,1,1,1,1940,20,2026,1,social_media,sell,0,Public domain content
SCET0634,image,company,public_domain,1,1,1,1,1,1996,20,2026,1,education,share,0,Public domain content
SCET0635,pdf,company,royalty_free,1,1,1,1,1,1980,50,2026,0,social_media,view,0,Usage restrictions apply
SCET0636,video,organization,creative_commons,1,1,1,1,0,1908,50,2026,1,commercial,share,0,Public domain content
SCET0637,audio,company,creative_commons,1,1,1,1,0,1972,30,2026,1,social_media,download,0,Public domain content
SCET0638,pdf,company,creative_commons,1,1,1,1,0,1997,30,2026,0,research,remix,0,Usage restrictions apply
SCET0639,pdf,individual,royalty_free,1,1,1,1,1,1918,50,2026,1,education,share,0,Public domain content
SCET0640,article,organization,all_rights_reserved,1,0,0,0,0,1990,30,2026,1,social_media,share,1,Public domain content
SCET0641,image,individual,royalty_free,1,1,1,1,1,1980,70,2026,0,research,modify,0,Usage restrictions apply
SCET0642,audio,organization,creative_commons,1,1,1,1,0,2014,10,2026,1,commercial,modify,0,Public domain content
SCET0643,video,company,public_domain,1,1,1,1,1,1915,70,2026,1,education,modify,0,Public domain content
SCET0644,video,organization,royalty_free,1,1,1,1,1,1909,20,2026,1,education,sell,0,Public domain content
SCET0645,video,organization,all_rights_reserved,1,0,0,0,0,2023,50,2026,0,commercial,share,1,Usage restrictions apply
SCET0646,audio,company,royalty_free,1,1,1,1,1,1945,30,2026,1,social_media,share,0,Public domain content
SCET0647,pdf,individual,public_domain,1,1,1,1,1,1959,30,2026,1,research,modify,0,Public domain content
SCET0648,audio,individual,public_domain,1,1,1,1,1,1974,10,2026,1,education,modify,0,Public domain content
SCET0649,audio,company,all_rights_reserved,1,0,0,0,0,2014,10,2026,1,research,modify,1,Public domain content
SCET0650,video,organization,creative_commons,1,1,1,1,0,1959,70,2026,0,research,remix,0,Usage restrictions apply
SCET0651,video,company,all_rights_reserved,1,0,0,0,0,1991,70,2026,0,research,download,0,Usage restrictions apply
SCET0652,video,organization,creative_commons,1,1,1,1,0,1987,50,2026,0,research,share,0,Usage restrictions apply
SCET0653,video,individual,public_domain,1,1,1,1,1,2000,50,2026,0,commercial,modify,0,Usage restrictions apply
SCET0654,pdf,organization,royalty_free,1,1,1,1,1,2022,20,2026,0,social_media,share,0,Usage restrictions apply
SCET0655,article,company,creative_commons,1,1,1,1,0,2022,70,2026,0,commercial,remix,0,Usage restrictions apply
SCET0656,pdf,company,public_domain,1,1,1,1,1,1986,70,2026,0,commercial,download,0,Usage restrictions apply
SCET0657,article,individual,royalty_free,1,1,1,1,1,1981,50,2026,0,education,download,0,Usage restrictions apply
SCET0658,image,company,royalty_free,1,1,1,1,1,1983,70,2026,0,education,remix,0,Usage restrictions apply
SCET0659,video,individual,all_rights_reserved,1,0,0,0,0,1921,70,2026,1,social_media,view,0,Public domain content
SCET0660,article,company,royalty_free,1,1,1,1,1,1948,10,2026,1,education,modify,0,Public domain content
SCET0661,pdf,company,public_domain,1,1,1,1,1,1924,20,2026,1,social_media,modify,0,Public domain content
SCET0662,pdf,company,public_domain,1,1,1,1,1,1974,70,2026,0,commercial,share,0,Usage restrictions apply
SCET0663,image,company,all_rights_reserved,1,0,0,0,0,2013,30,2026,0,social_media,remix,1,Usage restrictions apply
SCET0664,video,individual,all_rights_reserved,1,0,0,0,0,1942,50,2026,1,social_media,view,0,Public domain content
SCET0665,image,individual,all_rights_reserved,1,0,0,0,0,1972,30,2026,1,research,view,0,Public domain content
SCET0666,image,individual,royalty_free,1,1,1,1,1,1954,50,2026,1,commercial,view,0,Public domain content
SCET0667,audio,individual,creative_commons,1,1,1,1,0,1974,20,2026,1,commercial,view,0,Public domain content
SCET0668,image,company,public_domain,1,1,1,1,1,1962,30,2026,1,commercial,download,0,Public domain content
SCET0669,video,individual,public_domain,1,1,1,1,1,2017,50,2026,0,education,view,0,Usage restrictions apply
SCET0670,image,organization,creative_commons,1,1,1,1,0,1956,50,2026,1,commercial,share,0,Public domain content
SCET0671,audio,organization,public_domain,1,1,1,1,1,1968,50,2026,1,commercial,share,0,Public domain content
SCET0672,image,individual,public_domain,1,1,1,1,1,1981,20,2026,1,social_media,sell,0,Public domain content
SCET0673,video,organization,creative_commons,1,1,1,1,0,1959,50,2026,1,commercial,remix,0,Public domain content
SCET0674,article,individual,public_domain,1,1,1,1,1,1988,30,2026,1,social_media,sell,0,Public domain content
SCET0675,audio,organization,creative_commons,1,1,1,1,0,2020,70,2026,0,commercial,remix,0,Usage restrictions apply
SCET0676,article,organization,all_rights_reserved,1,0,0,0,0,1976,20,2026,1,commercial,remix,1,Public domain content
SCET0677,article,individual,all_rights_reserved,1,0,0,0,0,1969,10,2026,1,education,share,1,Public domain content
SCET0678,image,company,creative_commons,1,1,1,1,0,1904,10,2026,1,research,sell,1,Public domain content
SCET0679,article,organization,public_domain,1,1,1,1,1,1999,30,2026,0,research,sell,0,Usage restrictions apply
SCET0680,audio,individual,royalty_free,1,1,1,1,1,2014,10,2026,1,education,modify,0,Public domain content
SCET0681,audio,organization,royalty_free,1,1,1,1,1,1927,70,2026,1,commercial,modify,0,Public domain content
SCET0682,audio,organization,creative_commons,1,1,1,1,0,1965,10,2026,1,education,download,0,Public domain content
SCET0683,pdf,individual,public_domain,1,1,1,1,1,2019,10,2026,0,social_media,modify,0,Usage restrictions apply
SCET0684,audio,company,public_domain,1,1,1,1,1,1912,30,2026,1,commercial,download,0,Public domain content
SCET0685,pdf,organization,all_rights_reserved,1,0,0,0,0,1943,50,2026,1,research,view,0,Public domain content
SCET0686,pdf,organization,public_domain,1,1,1,1,1,2003,30,2026,0,commercial,download,0,Usage restrictions apply
SCET0687,article,company,all_rights_reserved,1,0,0,0,0,1959,20,2026,1,social_media,remix,1,Public domain content
SCET0688,image,organization,creative_commons,1,1,1,1,0,1921,30,2026,1,research,modify,0,Public domain content
SCET0689,image,individual,royalty_free,1,1,1,1,1,1995,70,2026,0,social_media,remix,0,Usage restrictions apply
SCET0690,article,company,royalty_free,1,1,1,1,1,1931,50,2026,1,social_media,view,0,Public domain content
SCET0691,video,company,public_domain,1,1,1,1,1,2003,50,2026,0,research,modify,0,Usage restrictions apply
SCET0692,video,individual,royalty_free,1,1,1,1,1,1945,70,2026,1,social_media,modify,0,Public domain content
SCET0693,video,individual,all_rights_reserved,1,0,0,0,0,2018,10,2026,0,education,remix,1,Usage restrictions apply
SCET0694,image,organization,public_domain,1,1,1,1,1,1904,30,2026,1,education,download,0,Public domain content
SCET0695,article,company,creative_commons,1,1,1,1,0,1909,10,2026,1,commercial,share,0,Public domain content
SCET0696,audio,organization,royalty_free,1,1,1,1,1,1916,30,2026,1,education,remix,0,Public domain content
SCET0697,article,individual,royalty_free,1,1,1,1,1,1901,30,2026,1,social_media,share,0,Public domain content
SCET0698,pdf,company,creative_commons,1,1,1,1,0,1983,50,2026,0,education,sell,1,Usage restrictions apply
SCET0699,article,organization,creative_commons,1,1,1,1,0,1923,10,2026,1,social_media,share,0,Public domain content
SCET0700,video,company,all_rights_reserved,1,0,0,0,0,1966,10,2026,1,education,download,0,Public domain content
SCET0701,image,organization,public_domain,1,1,1,1,1,1928,50,2026,1,commercial,sell,0,Public domain content
SCET0702,image,individual,all_rights_reserved,1,0,0,0,0,1938,50,2026,1,commercial,modify,1,Public domain content
SCET0703,video,company,public_domain,1,1,1,1,1,1901,10,2026,1,social_media,download,0,Public domain content
SCET0704,audio,company,creative_commons,1,1,1,1,0,1977,50,2026,0,social_media,view,0,Usage restrictions apply
SCET0705,article,organization,all_rights_reserved,1,0,0,0,0,1907,30,2026,1,education,remix,1,Public domain content
SCET0706,audio,company,public_domain,1,1,1,1,1,1968,30,2026,1,education,modify,0,Public domain content
SCET0707,article,organization,royalty_free,1,1,1,1,1,1986,20,2026,1,social_media,sell,0,Public domain content
SCET0708,pdf,individual,royalty_free,1,1,1,1,1,2022,70,2026,0,commercial,download,0,Usage restrictions apply
SCET0709,video,company,royalty_free,1,1,1,1,1,1995,10,2026,1,education,download,0,Public domain content
SCET0710,pdf,individual,all_rights_reserved,1,0,0,0,0,1979,50,2026,0,social_media,share,1,Usage restrictions apply
SCET0711,article,organization,creative_commons,1,1,1,1,0,2024,30,2026,0,research,remix,0,Usage restrictions apply
SCET0712,video,company,creative_commons,1,1,1,1,0,1925,50,2026,1,research,download,0,Public domain content
SCET0713,article,individual,creative_commons,1,1,1,1,0,1910,30,2026,1,education,view,0,Public domain content
SCET0714,audio,company,royalty_free,1,1,1,1,1,1971,20,2026,1,research,sell,0,Public domain content
SCET0715,image,organization,creative_commons,1,1,1,1,0,1921,70,2026,1,commercial,share,0,Public domain content
SCET0716,image,company,all_rights_reserved,1,0,0,0,0,2024,50,2026,0,social_media,modify,1,Usage restrictions apply
SCET0717,video,company,public_domain,1,1,1,1,1,2019,70,2026,0,social_media,view,0,Usage restrictions apply
SCET0718,video,company,royalty_free,1,1,1,1,1,2000,20,2026,1,research,sell,0,Public domain content
SCET0719,pdf,company,all_rights_reserved,1,0,0,0,0,1925,70,2026,1,social_media,view,0,Public domain content
SCET0720,article,individual,all_rights_reserved,1,0,0,0,0,1924,20,2026,1,commercial,download,0,Public domain content
SCET0721,pdf,organization,public_domain,1,1,1,1,1,1918,30,2026,1,commercial,view,0,Public domain content
SCET0722,video,organization,public_domain,1,1,1,1,1,1987,50,2026,0,research,view,0,Usage restrictions apply
SCET0723,audio,organization,public_domain,1,1,1,1,1,1915,30,2026,1,education,sell,0,Public domain content
SCET0724,article,company,public_domain,1,1,1,1,1,1962,70,2026,0,commercial,modify,0,Usage restrictions apply
SCET0725,audio,organization,public_domain,1,1,1,1,1,1923,70,2026,1,commercial,sell,0,Public domain content
SCET0726,pdf,individual,creative_commons,1,1,1,1,0,2008,20,2026,0,research,modify,0,Usage restrictions apply
SCET0727,pdf,organization,creative_commons,1,1,1,1,0,1969,30,2026,1,education,modify,0,Public domain content
SCET0728,video,individual,public_domain,1,1,1,1,1,2004,10,2026,1,commercial,download,0,Public domain content
SCET0729,video,organization,public_domain,1,1,1,1,1,1920,50,2026,1,social_media,sell,0,Public domain content
SCET0730,image,company,creative_commons,1,1,1,1,0,1916,20,2026,1,social_media,sell,1,Public domain content
SCET0731,image,company,public_domain,1,1,1,1,1,1983,50,2026,0,social_media,download,0,Usage restrictions apply
SCET0732,image,organization,all_rights_reserved,1,0,0,0,0,2012,30,2026,0,research,sell,1,Usage restrictions apply
SCET0733,article,company,all_rights_reserved,1,0,0,0,0,2009,50,2026,0,commercial,sell,1,Usage restrictions apply
SCET0734,audio,organization,all_rights_reserved,1,0,0,0,0,2008,10,2026,1,research,modify,1,Public domain content
SCET0735,image,individual,public_domain,1,1,1,1,1,1995,50,2026,0,social_media,remix,0,Usage restrictions apply
SCET0736,article,organization,royalty_free,1,1,1,1,1,1902,10,2026,1,social_media,share,0,Public domain content
SCET0737,pdf,company,public_domain,1,1,1,1,1,1964,70,2026,0,education,sell,0,Usage restrictions apply
SCET0738,pdf,company,royalty_free,1,1,1,1,1,2010,10,2026,1,education,share,0,Public domain content
SCET0739,pdf,company,all_rights_reserved,1,0,0,0,0,1975,70,2026,0,commercial,sell,1,Usage restrictions apply
SCET0740,article,organization,public_domain,1,1,1,1,1,1986,30,2026,1,commercial,modify,0,Public domain content
SCET0741,pdf,company,public_domain,1,1,1,1,1,1907,70,2026,1,commercial,modify,0,Public domain content
SCET0742,pdf,organization,all_rights_reserved,1,0,0,0,0,1939,70,2026,1,education,view,0,Public domain content
SCET0743,video,individual,creative_commons,1,1,1,1,0,1930,20,2026,1,education,share,0,Public domain content
SCET0744,article,organization,royalty_free,1,1,1,1,1,2016,50,2026,0,commercial,modify,0,Usage restrictions apply
SCET0745,video,individual,royalty_free,1,1,1,1,1,1908,50,2026,1,education,remix,0,Public domain content
SCET0746,image,organization,creative_commons,1,1,1,1,0,1944,30,2026,1,education,sell,1,Public domain content
SCET0747,audio,individual,all_rights_reserved,1,0,0,0,0,2017,70,2026,0,education,sell,1,Usage restrictions apply
SCET0748,video,individual,all_rights_reserved,1,0,0,0,0,1996,70,2026,0,commercial,sell,1,Usage restrictions apply
SCET0749,image,company,royalty_free,1,1,1,1,1,1981,20,2026,1,commercial,remix,0,Public domain content
SCET0750,video,organization,all_rights_reserved,1,0,0,0,0,2009,30,2026,0,social_media,share,1,Usage restrictions apply
SCET0751,audio,individual,creative_commons,1,1,1,1,0,1989,50,2026,0,education,download,0,Usage restrictions apply
SCET0752,image,company,all_rights_reserved,1,0,0,0,0,1986,70,2026,0,commercial,modify,1,Usage restrictions apply
SCET0753,image,organization,all_rights_reserved,1,0,0,0,0,1944,50,2026,1,commercial,download,0,Public domain content
SCET0754,pdf,company,all_rights_reserved,1,0,0,0,0,1992,70,2026,0,social_media,modify,1,Usage restrictions apply
SCET0755,article,company,royalty_free,1,1,1,1,1,1962,20,2026,1,education,remix,0,Public domain content
SCET0756,pdf,organization,all_rights_reserved,1,0,0,0,0,1995,20,2026,1,education,remix,1,Public domain content
SCET0757,video,individual,creative_commons,1,1,1,1,0,1901,10,2026,1,research,download,0,Public domain content
SCET0758,image,individual,creative_commons,1,1,1,1,0,1933,10,2026,1,commercial,remix,0,Public domain content
SCET0759,video,individual,royalty_free,1,1,1,1,1,1999,10,2026,1,education,remix,0,Public domain content
SCET0760,article,organization,all_rights_reserved,1,0,0,0,0,1984,10,2026,1,education,sell,1,Public domain content
SCET0761,audio,individual,public_domain,1,1,1,1,1,1943,70,2026,1,education,sell,0,Public domain content
SCET0762,pdf,organization,creative_commons,1,1,1,1,0,1994,10,2026,1,commercial,remix,0,Public domain content
SCET0763,video,individual,all_rights_reserved,1,0,0,0,0,1967,50,2026,1,research,sell,1,Public domain content
SCET0764,audio,organization,royalty_free,1,1,1,1,1,1966,30,2026,1,social_media,remix,0,Public domain content
SCET0765,audio,organization,royalty_free,1,1,1,1,1,1974,20,2026,1,research,download,0,Public domain content
SCET0766,article,organization,royalty_free,1,1,1,1,1,1933,50,2026,1,social_media,view,0,Public domain content
SCET0767,article,organization,public_domain,1,1,1,1,1,2018,50,2026,0,social_media,modify,0,Usage restrictions apply
SCET0768,audio,individual,creative_commons,1,1,1,1,0,1978,50,2026,0,research,sell,1,Usage restrictions apply
SCET0769,pdf,company,royalty_free,1,1,1,1,1,2023,70,2026,0,commercial,share,0,Usage restrictions apply
SCET0770,image,organization,creative_commons,1,1,1,1,0,2006,50,2026,0,education,view,0,Usage restrictions apply
SCET0771,audio,individual,creative_commons,1,1,1,1,0,1988,50,2026,0,education,download,0,Usage restrictions apply
SCET0772,article,individual,royalty_free,1,1,1,1,1,1912,20,2026,1,research,remix,0,Public domain content
SCET0773,video,individual,royalty_free,1,1,1,1,1,1923,30,2026,1,social_media,view,0,Public domain content
SCET0774,pdf,organization,royalty_free,1,1,1,1,1,1945,70,2026,1,social_media,view,0,Public domain content
SCET0775,video,organization,public_domain,1,1,1,1,1,1962,10,2026,1,commercial,share,0,Public domain content
SCET0776,video,individual,all_rights_reserved,1,0,0,0,0,1960,10,2026,1,commercial,share,1,Public domain content
SCET0777,audio,organization,royalty_free,1,1,1,1,1,1963,20,2026,1,research,sell,0,Public domain content
SCET0778,audio,individual,creative_commons,1,1,1,1,0,1929,30,2026,1,education,download,0,Public domain content
SCET0779,pdf,individual,all_rights_reserved,1,0,0,0,0,1917,70,2026,1,commercial,share,1,Public domain content
SCET0780,pdf,company,all_rights_reserved,1,0,0,0,0,1990,30,2026,1,commercial,view,0,Public domain content
SCET0781,pdf,organization,royalty_free,1,1,1,1,1,1926,10,2026,1,commercial,view,0,Public domain content
SCET0782,pdf,individual,creative_commons,1,1,1,1,0,1959,30,2026,1,education,share,0,Public domain content
SCET0783,audio,individual,all_rights_reserved,1,0,0,0,0,1990,70,2026,0,research,view,0,Usage restrictions apply
SCET0784,video,individual,public_domain,1,1,1,1,1,1980,30,2026,1,social_media,view,0,Public domain content
SCET0785,video,company,public_domain,1,1,1,1,1,2015,10,2026,1,social_media,modify,0,Public domain content
SCET0786,pdf,individual,royalty_free,1,1,1,1,1,1992,30,2026,1,education,remix,0,Public domain content
SCET0787,pdf,individual,royalty_free,1,1,1,1,1,1908,10,2026,1,social_media,modify,0,Public domain content
SCET0788,article,organization,creative_commons,1,1,1,1,0,1971,30,2026,1,education,download,0,Public domain content
SCET0789,video,individual,royalty_free,1,1,1,1,1,2017,10,2026,0,social_media,download,0,Usage restrictions apply
SCET0790,article,organization,royalty_free,1,1,1,1,1,1955,70,2026,1,research,remix,0,Public domain content
SCET0791,article,individual,royalty_free,1,1,1,1,1,1976,10,2026,1,social_media,sell,0,Public domain content
SCET0792,image,company,all_rights_reserved,1,0,0,0,0,1974,70,2026,0,education,modify,1,Usage restrictions apply
